record,Bullied_on_school_property_in_past_12_months,Bullied_not_on_school_property_in_past_12_months,Cyber_bullied_in_past_12_months,Custom_Age,Sex,Physically_attacked,Physical_fighting,Felt_lonely,Close_friends,Miss_school_no_permission,Other_students_kind_and_helpful,Parents_understand_problems,Most_of_the_time_or_always_felt_lonely,Missed_classes_or_school_without_permission,Were_underweight,Were_overweight,Were_obese
30244,Yes,No,No,13 years old,Female,0 times,0 times,Most of the time,2,6 to 9 days,Always,Always,Yes,Yes, , , 
30245,No,Yes,No,13 years old,Female,1 time,1 time,Most of the time,0,1 or 2 days,Always,Never,Yes,Yes,No,No,No
30246,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Sometimes,No,Yes, , , 
30247,No,No,Yes,13 years old,Female,1 time,2 or 3 times,Sometimes,2,6 to 9 days,Sometimes,Never,No,Yes,No,Yes,No
30248,No,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Always,Always,Yes,No,No,No,No
30249,No,No,No,14 years old,Female,0 times,4 or 5 times,Never,3 or more,1 or 2 days,Always,Rarely,No,Yes,No,Yes,No
30250,Yes,Yes,Yes,14 years old,Female,0 times,0 times,Always,2,0 days,Rarely,Rarely,Yes,No, , , 
30251,Yes,Yes,Yes,13 years old,Female,0 times,1 time,Always,2,1 or 2 days,Rarely,Always,Yes,Yes, , , 
30252,Yes,Yes,No,16 years old,Female,0 times,1 time,Most of the time,3 or more,1 or 2 days,Never,Rarely,Yes,Yes, , , 
30253,No,Yes,No,13 years old,Male,0 times,0 times,Most of the time,2,6 to 9 days,Sometimes,Never,Yes,Yes,No,No,No
30254,No,No,No,14 years old,Female,0 times,0 times,Always,1,0 days,Never,Never,Yes,No,Yes,No,No
30255,No,No,No,14 years old,Male,0 times,1 time,Never,3 or more,0 days,Rarely,Never,No,No, , , 
30256,No,No,No,14 years old,Male,0 times,1 time,Sometimes,3 or more,0 days,Rarely,Never,No,No, , , 
30257,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Never,Never,No,No,No,No,No
30258,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Most of the time,No,Yes,No,No,No
30259,No,No,No,13 years old,Male,0 times,0 times,Always,0,0 days,Sometimes,Never,Yes,No, , , 
30260,No,Yes,No,14 years old,Female,1 time,0 times,Rarely,3 or more,3 to 5 days,Sometimes,Never,No,Yes,No,No,No
30261,No,No,No,15 years old,Female,0 times,1 time,Rarely,2,0 days,Sometimes,Always,No,No,No,No,No
30262,Yes,Yes,Yes, ,Male,0 times,1 time,Most of the time,1,1 or 2 days,Never,Never,Yes,Yes, , , 
30263,Yes,Yes,Yes,14 years old,Male,0 times,1 time,Most of the time,1,3 to 5 days,Never,Always,Yes,Yes,No,No,No
30264,No,No,No,13 years old,Male,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Never,Yes,No,No,Yes,No
30265,No,Yes,Yes,14 years old,Male,0 times,0 times,Most of the time,3 or more,3 to 5 days,Sometimes,Never,Yes,Yes,No,Yes,No
30266,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,No,No
30267,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Sometimes,No,No, , , 
30268,Yes,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,3 to 5 days,Most of the time,Most of the time,No,Yes,No,Yes,No
30269,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
30270,No,No,No,14 years old,Male,0 times,1 time,Never,1,0 days,Sometimes,Sometimes,No,No, , , 
30271,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Rarely,No,No,No,No,No
30272,Yes,No,No,16 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,1 or 2 days,Most of the time,Sometimes,Yes,Yes, , , 
30273,No,No,No,15 years old,Male,0 times,0 times,Never,1,0 days,Sometimes,Most of the time,No,No,No,No,No
30274,No,No,Yes,17 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,6 to 9 days,Always,Always,Yes,Yes, , , 
30275,No,No,Yes,17 years old,Male,0 times,0 times,Most of the time,0,0 days,Most of the time,Never,Yes,No, , , 
30276,No,No,No,15 years old,Female,1 time,1 time,Sometimes,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes, , , 
30277,No,No,No,14 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No,Yes,No,No
30278,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No, , , 
30279,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Rarely,No,No, , , 
30280,No,No,No,17 years old,Female,0 times,0 times,Sometimes,0,0 days, ,Never,No,No,No,No,No
30281,No,No,No,16 years old,Male,0 times,1 time,Never,3 or more,0 days,Never,Never,No,No,No,No,No
30282,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
30283,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
30284,Yes,No,No,17 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Sometimes,Most of the time,Yes,Yes,No,No,No
30285,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Always,No,No,No,No,No
30286,Yes,No,No,16 years old,Female,2 or 3 times,0 times,Sometimes,2,1 or 2 days,Rarely,Rarely,No,Yes,No,No,No
30287, ,Yes,Yes,14 years old,Male,0 times,0 times,Sometimes,1,1 or 2 days,Rarely,Sometimes,No,Yes, , , 
30288,Yes,Yes,No,14 years old,Female,2 or 3 times,0 times,Always,2,0 days,Never,Never,Yes,No, , , 
30289,Yes,No,No,15 years old,Female,0 times,2 or 3 times,Sometimes,1,3 to 5 days,Most of the time,Never,No,Yes, , , 
30290,Yes,Yes,No,14 years old,Male,0 times,0 times,Most of the time,1,6 to 9 days,Always,Rarely,Yes,Yes, , , 
30291,No,No,No,14 years old,Male,0 times,1 time,Rarely,3 or more,0 days,Never,Sometimes,No,No,No,No,No
30292,No,Yes,Yes,14 years old,Male,1 time,1 time,Most of the time,0,0 days,Rarely,Never,Yes,No, , , 
30293,No,No,No,14 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No,No,No,No
30294,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Sometimes,No,No, , , 
30295,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
30296,No,No,No,16 years old,Female,0 times,0 times, ,2,0 days,Never,Rarely, ,No,Yes,No,No
30297,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Rarely,No,Yes,No,No,No
30298,No,No,Yes,16 years old,Male,2 or 3 times,2 or 3 times,Most of the time,3 or more,10 or more days,Most of the time,Sometimes,Yes,Yes,No,No,No
30299,Yes,No,No,16 years old,Male,0 times,0 times,Most of the time,0,1 or 2 days,Most of the time,Always,Yes,Yes,No,No,No
30300,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,No,No
30301,Yes,No,Yes,15 years old,Female,1 time,1 time,Always,1,3 to 5 days,Rarely,Never,Yes,Yes,No,No,No
30302,Yes,No,No,15 years old,Male,0 times,0 times,Most of the time,1,3 to 5 days,Never,Never,Yes,Yes, , , 
30303,No,Yes,No,15 years old,Male,0 times,0 times,Rarely,2,3 to 5 days,Rarely,Sometimes,No,Yes,No,No,No
30304,Yes,No,No,16 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Most of the time,Never,Yes,Yes,No,No,No
30305,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
30306,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No,No,No,No
30307,No,Yes,No,15 years old,Female,0 times,0 times,Most of the time,2,0 days,Sometimes,Sometimes,Yes,No, , , 
30308,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Never,No,No, , , 
30309,No,No,No,16 years old, ,0 times,0 times,Always,2,3 to 5 days,Sometimes,Most of the time,Yes,Yes, , , 
30310,No,Yes,Yes,16 years old,Female,2 or 3 times,4 or 5 times,Sometimes,0,10 or more days,Most of the time,Most of the time,No,Yes,No,No,No
30311,No,Yes,Yes,15 years old,Female,1 time,4 or 5 times,Most of the time, ,0 days,Most of the time,Always,Yes,No,No,No,No
30312,Yes,No,No,15 years old,Female,0 times,2 or 3 times,Most of the time,2,1 or 2 days,Always,Always,Yes,Yes,No,No,No
30313,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Never,No,No,No,No,No
30314,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Always,No,No,No,Yes,No
30315,No,No,Yes,17 years old,Male,1 time,4 or 5 times,Most of the time,1,0 days,Rarely,Most of the time,Yes,No, , , 
30316,Yes,Yes,Yes,16 years old,Female,0 times,0 times,Most of the time,2,3 to 5 days,Rarely,Never,Yes,Yes, , , 
30317,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Rarely,Never,No,No,No,Yes,No
30318,Yes,Yes,No,17 years old,Male,1 time,2 or 3 times,Most of the time,0,6 to 9 days,Rarely,Rarely,Yes,Yes,No,No,No
30319,Yes,No,No,17 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Always,Always,Yes,Yes,No,No,No
30320,No,Yes,No,11 years old or younger,Male,0 times,1 time,Sometimes,2,3 to 5 days,Most of the time,Most of the time,No,Yes,No,Yes,No
30321,No,No,Yes,17 years old,Male,1 time,2 or 3 times,Always,2,10 or more days,Most of the time,Never,Yes,Yes,No,Yes,Yes
30322,No,No,No,16 years old,Male,0 times,0 times,Never,3 or more,1 or 2 days,Sometimes,Sometimes,No,Yes, , , 
30323,No,No,No,16 years old,Female,0 times,0 times,Sometimes,2,0 days,Never, ,No,No,No,No,No
30324,No,No,No,17 years old,Female,0 times,0 times,Sometimes,2, ,Sometimes, ,No, ,No,No,No
30325,No,No,No,16 years old,Female,0 times,0 times,Rarely,2,0 days,Sometimes, ,No,No,No,No,No
30326,No,No,No,17 years old,Female,0 times,1 time,Sometimes,3 or more, ,Always,Always,No, ,No,No,No
30327, , ,No,17 years old,Male,0 times,0 times,Never,3 or more, ,Never,Never,No, , , , 
30328,Yes,No,Yes,17 years old,Female,6 or 7 times,1 time,Most of the time,3 or more,3 to 5 days,Never,Never,Yes,Yes,No,No,No
30329,Yes,No,No,16 years old,Male,0 times,1 time,Most of the time,1,0 days,Rarely,Most of the time,Yes,No, , , 
30330,No,No,No,17 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,No,No
30331,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
30332,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Never,Never,No,No, , , 
30333,No,No,Yes,16 years old,Male,0 times,0 times,Most of the time,1,1 or 2 days,Most of the time,Sometimes,Yes,Yes, , , 
30334,No,No,No,16 years old,Male,0 times,1 time,Never,3 or more,0 days,Sometimes,Never,No,No, , , 
30335,No,Yes,No,17 years old,Female,2 or 3 times,0 times,Most of the time,3 or more,0 days,Always,Most of the time,Yes,No,No,No,No
30336,No,No,No,17 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Never,Sometimes,No,Yes, , , 
30337,No,No,No,13 years old,Male,0 times,0 times,Rarely,3 or more,0 days,Rarely,Rarely,No,No,No,No,No
30338,No,No,No,13 years old,Female,0 times,1 time,Rarely,2,10 or more days,Rarely,Never,No,Yes, , , 
30339,No,No,No,13 years old,Male,0 times,1 time,Never,3 or more,0 days,Always,Always,No,No,No,No,No
30340,Yes,No,Yes,13 years old,Male,2 or 3 times,1 time,Sometimes,2,0 days,Sometimes,Never,No,No, , , 
30341,Yes,Yes,Yes,13 years old,Male,2 or 3 times,0 times,Rarely,1,0 days,Rarely,Rarely,No,No, , , 
30342,No,No,No,13 years old,Female,0 times,0 times,Never,2,0 days,Most of the time,Always,No,No, , , 
30343,No,No,No,13 years old,Female,0 times,1 time,Always,3 or more,0 days,Most of the time,Never,Yes,No,No,No,No
30344,No,Yes,Yes,14 years old,Male,0 times,4 or 5 times,Sometimes,3 or more,1 or 2 days,Most of the time,Never,No,Yes, , , 
30345,Yes,Yes,No,13 years old,Female,0 times,0 times,Sometimes,0,0 days,Sometimes,Sometimes,No,No,No,Yes,No
30346,No,Yes,Yes,13 years old,Female,2 or 3 times,12 or more times,Most of the time,2,0 days,Most of the time,Never,Yes,No, , , 
30347,No,Yes,Yes,13 years old,Female,0 times,0 times,Rarely,1,1 or 2 days,Always,Most of the time,No,Yes,No,Yes,No
30348,No,No,No,13 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Sometimes,No,No, , , 
30349,Yes,No,No,13 years old,Female,0 times,0 times,Most of the time,1,3 to 5 days,Always,Most of the time,Yes,Yes, , , 
30350,No,Yes,Yes,14 years old,Male,2 or 3 times,1 time,Sometimes,3 or more,0 days,Sometimes,Never,No,No, , , 
30351,No,Yes,No,13 years old,Female,1 time,1 time,Sometimes,2,1 or 2 days,Sometimes,Never,No,Yes, , , 
30352,No,No,No,13 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Most of the time,No,No,No,Yes,No
30353,No,No,No,13 years old,Male,0 times,0 times,Rarely,0,0 days,Most of the time,Sometimes,No,No, , , 
30354,No,No,Yes,13 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Always,Yes,Yes, , , 
30355,Yes,No,Yes,13 years old,Female,2 or 3 times,0 times,Most of the time,2,1 or 2 days,Sometimes,Never,Yes,Yes,No,No,No
30356,No,No,No,13 years old,Male,0 times,0 times,Never,2,0 days,Sometimes, ,No,No, , , 
30357,No,Yes,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Sometimes,Most of the time,No,Yes, , , 
30358,Yes,No,No,14 years old,Male,0 times,0 times,Rarely,0,3 to 5 days,Never,Never,No,Yes, , , 
30359,No,Yes,No,14 years old,Male,0 times,6 or 7 times,Most of the time,0,6 to 9 days,Always,Always,Yes,Yes,No,No,No
30360,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
30361,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No,No,No,No
30362,No,No,No,15 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No, , , 
30363,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
30364,No,Yes,No,14 years old,Female,0 times,0 times,Sometimes,2,0 days,Sometimes,Always,No,No, , , 
30365,Yes,No,No,16 years old,Male,0 times,8 or 9 times,Rarely,1,1 or 2 days,Always,Most of the time,No,Yes,No,Yes,Yes
30366,No,Yes,No,14 years old,Female,0 times,1 time,Rarely,2,0 days,Always,Always,No,No, , , 
30367,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No, , , 
30368, ,Yes,Yes,15 years old,Female,2 or 3 times,1 time,Rarely,3 or more,3 to 5 days,Most of the time,Always,No,Yes, , , 
30369,No,No,No,14 years old,Female,0 times,0 times,Never,3 or more,0 days,Most of the time,Never,No,No, , , 
30370,Yes,Yes,No,14 years old,Male,2 or 3 times,1 time,Most of the time,0,1 or 2 days,Most of the time,Sometimes,Yes,Yes,No,Yes,No
30371,No,Yes,Yes,14 years old,Female,0 times,2 or 3 times,Most of the time,3 or more,1 or 2 days,Rarely,Rarely,Yes,Yes, , , 
30372, ,Yes,Yes,14 years old,Male,0 times,1 time,Most of the time,2,1 or 2 days,Rarely,Always,Yes,Yes, , , 
30373,No,No,Yes,14 years old,Female,2 or 3 times,0 times,Rarely,3 or more,3 to 5 days,Always,Never,No,Yes,No,Yes,Yes
30374,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,0 days,Rarely,Always,No,No, , , 
30375,Yes,No,No,15 years old,Female,0 times,0 times,Most of the time,3 or more,1 or 2 days,Never,Rarely,Yes,Yes, , , 
30376,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No, , , 
30377,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No, , , 
30378,Yes,No,No,16 years old,Male,0 times,0 times,Sometimes,0,0 days,Never,Rarely,No,No,No,Yes,No
30379,Yes,No,Yes,16 years old,Female,2 or 3 times,4 or 5 times,Rarely,2, , , ,No, , , , 
30380,No,Yes,No,15 years old,Male,0 times,2 or 3 times,Rarely,3 or more, , , ,No, ,No,No,No
30381,No,Yes,No,15 years old,Male,0 times,0 times,Sometimes,2,0 days,Most of the time,Always,No,No,No,Yes,No
30382,No,No,Yes,15 years old,Male,0 times,2 or 3 times,Rarely,3 or more,1 or 2 days,Sometimes,Rarely,No,Yes,No,Yes,No
30383,Yes,Yes,Yes,15 years old,Female,2 or 3 times,0 times,Sometimes,0,0 days,Sometimes,Never,No,No,No,No,No
30384,No,Yes,Yes,17 years old,Male,2 or 3 times,6 or 7 times,Most of the time,0,1 or 2 days,Rarely,Rarely,Yes,Yes,No,No,No
30385,No,Yes,Yes,15 years old,Female,0 times,0 times,Sometimes,1,0 days,Sometimes,Never,No,No, , , 
30386,No,Yes,No,15 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Rarely,Rarely,Yes,Yes,No,No,No
30387,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Sometimes,Always,No,No,No,No,No
30388,No,No,No,15 years old,Female,0 times,0 times,Never,3 or more,10 or more days,Always,Always,No,Yes,No,Yes,No
30389,No,No,No,15 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No, , , 
30390,Yes,No,Yes,15 years old,Female,1 time,0 times,Sometimes,0,3 to 5 days,Most of the time,Rarely,No,Yes,No,No,No
30391,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Never,No,No,No,No,No
30392,No,No,No,15 years old,Female,1 time,0 times,Sometimes,1,0 days,Sometimes,Never,No,No,No,No,No
30393,Yes,No,Yes,15 years old,Female,0 times,1 time,Sometimes,3 or more,6 to 9 days,Sometimes,Rarely,No,Yes, , , 
30394,No,No,No,15 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No,No,No,No
30395,Yes,No,No,15 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
30396,Yes,Yes,Yes,15 years old,Female,0 times,0 times,Most of the time,2,6 to 9 days,Sometimes,Rarely,Yes,Yes,No,No,No
30397,No,Yes,Yes,15 years old,Male,0 times,2 or 3 times,Most of the time,0,1 or 2 days,Rarely,Most of the time,Yes,Yes,No,No,No
30398,No,No,Yes,16 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,0 days,Never,Never,Yes,No,No,No,No
30399,No,Yes,No,16 years old,Male,2 or 3 times,2 or 3 times,Most of the time,2,3 to 5 days,Most of the time,Always,Yes,Yes,No,No,No
30400,No,No,No,16 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Always,Never,No,No,No,Yes,No
30401,Yes,No,No,16 years old,Male,0 times,0 times,Rarely,1,1 or 2 days,Most of the time,Sometimes,No,Yes,No,No,No
30402,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,1 or 2 days,Rarely,Rarely,No,Yes, , , 
30403,No,No,No,16 years old,Female,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No,No,No,No
30404,No,No,Yes,16 years old,Male,0 times,0 times,Most of the time,2,1 or 2 days,Most of the time,Always,Yes,Yes,No,Yes,No
30405,No,No,No,16 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Always,Sometimes,No,No,No,No,No
30406,No,No,No,16 years old,Male,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Never,No,Yes,No,No,No
30407,No,Yes,No,16 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Most of the time,Always,Yes,Yes, , , 
30408,Yes,Yes,No,17 years old,Male,0 times,0 times,Rarely,3 or more,3 to 5 days,Rarely,Never,No,Yes,No,Yes,No
30409,Yes,Yes,Yes,15 years old,Male,6 or 7 times,4 or 5 times,Most of the time,2,6 to 9 days,Most of the time,Most of the time,Yes,Yes,No,No,No
30410,No,No,Yes,17 years old,Female,0 times,1 time,Sometimes,3 or more,3 to 5 days,Most of the time,Never,No,Yes,No,No,No
30411,No,No,Yes,17 years old,Male,1 time,0 times,Rarely,2, , , ,No, , , , 
30412,No,Yes,Yes,16 years old,Male,0 times,0 times,Most of the time,3 or more,1 or 2 days,Most of the time,Always,Yes,Yes,No,No,No
30413,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Always,Always,No,No, , , 
30414,Yes,No,Yes,17 years old,Male,0 times,0 times,Rarely,2,0 days,Most of the time,Rarely,No,No,No,No,No
30415,No,No,No,17 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Always,Always,No,No,No,Yes,No
30416,No,No,No,17 years old,Female,0 times,0 times,Most of the time,2,1 or 2 days,Most of the time,Never,Yes,Yes,No,No,No
30417,No,No,No,17 years old,Female,0 times,0 times,Sometimes,2,6 to 9 days,Most of the time,Sometimes,No,Yes, , , 
30418,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Never,Always,No,No, , , 
30419,No,No,No,17 years old,Male,0 times,0 times,Rarely,2,0 days,Sometimes,Never,No,No,No,No,No
30420,No,No,Yes,17 years old,Male,1 time,1 time,Sometimes,1,6 to 9 days,Rarely,Rarely,No,Yes,No,No,No
30421,No,No,No,17 years old,Male,0 times,1 time,Never,3 or more,0 days,Most of the time,Most of the time,No,No, , , 
30422,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Most of the time,Sometimes,No,No,No,No,No
30423,No,No,No,17 years old,Male,0 times,0 times,Never,3 or more,0 days,Rarely,Never,No,No,No,No,No
30424,Yes,Yes,No,13 years old,Female,2 or 3 times,0 times,Sometimes,1,1 or 2 days,Most of the time,Always,No,Yes, , , 
30425,Yes,Yes,Yes,14 years old,Female,1 time,1 time,Most of the time,2,0 days,Rarely,Rarely,Yes,No, , , 
30426,Yes,No,No,14 years old,Female,0 times,0 times,Most of the time,3 or more,0 days,Sometimes,Always,Yes,No,No,No,No
30427,Yes,Yes,No,13 years old,Female,2 or 3 times,0 times,Rarely,3 or more,6 to 9 days,Sometimes,Never,No,Yes,No,No,No
30428,Yes,Yes,Yes,13 years old,Female,1 time,4 or 5 times,Most of the time,2,0 days,Rarely,Most of the time,Yes,No, , , 
30429,No,Yes,No,14 years old,Female,0 times,4 or 5 times,Most of the time,3 or more,0 days,Most of the time,Rarely,Yes,No, , , 
30430,Yes,No,No,13 years old,Male,0 times,0 times,Most of the time,0,0 days,Most of the time,Always,Yes,No, , , 
30431,No,No,Yes,13 years old,Female,0 times,1 time,Most of the time,1,1 or 2 days,Most of the time,Never,Yes,Yes, , , 
30432,Yes,No,Yes,13 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,0 days,Rarely,Rarely,Yes,No,No,No,No
30433,No,No,No,14 years old,Female,0 times,0 times,Rarely,3 or more,0 days,Most of the time,Always,No,No,No,No,No
30434,Yes,No,Yes,13 years old,Female,2 or 3 times,0 times,Rarely,2,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
30435,Yes,No,No,14 years old,Female,2 or 3 times,0 times,Rarely,3 or more,0 days,Sometimes,Most of the time,No,No,No,No,No
30436,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Sometimes,No,No, , , 
30437,Yes,No,No,14 years old,Male,0 times,2 or 3 times,Most of the time,3 or more,3 to 5 days,Rarely,Rarely,Yes,Yes,No,No,No
30438,Yes,No,Yes,13 years old,Female,0 times,0 times,Always,2,1 or 2 days,Sometimes,Sometimes,Yes,Yes, , , 
30439,Yes,No,No,13 years old,Female,0 times,0 times,Most of the time,0,1 or 2 days,Most of the time,Rarely,Yes,Yes,No,No,No
30440,Yes,No,No,13 years old,Female,1 time,0 times,Rarely,3 or more,3 to 5 days,Rarely,Always,No,Yes, , , 
30441,No,No,No,13 years old,Female,0 times,0 times,Sometimes,3 or more,0 days,Most of the time,Rarely,No,No, , , 
30442,Yes,No,Yes,13 years old,Female,0 times,0 times,Sometimes,0,1 or 2 days,Most of the time,Never,No,Yes, , , 
30443,No,No,No,13 years old,Male,0 times,0 times,Always,3 or more,0 days,Never,Never,Yes,No, , , 
30444,Yes,No,No,13 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,0 days,Rarely,Sometimes,No,No, , , 
30445,Yes,No,No,14 years old,Male,0 times,12 or more times,Rarely,0,0 days,Most of the time,Never,No,No, , , 
30446,Yes,No,No,15 years old,Male,0 times,2 or 3 times,Sometimes,3 or more,0 days,Rarely,Most of the time,No,No,No,No,No
30447, ,Yes,Yes,14 years old,Male,0 times,8 or 9 times,Most of the time,0,6 to 9 days,Most of the time,Most of the time,Yes,Yes, , , 
30448,Yes,Yes,Yes,13 years old,Male,1 time,1 time,Sometimes,1,3 to 5 days,Never,Never,No,Yes, , , 
30449,No,No,No,14 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes,No,No,No
30450,No,Yes,Yes,17 years old,Female,0 times,0 times,Rarely,3 or more,1 or 2 days,Always,Always,No,Yes, , , 
30451,Yes,Yes,Yes,15 years old,Female,0 times,1 time,Most of the time,2,3 to 5 days,Never,Most of the time,Yes,Yes,No,No,No
30452,No,No,No,14 years old,Male,0 times,4 or 5 times,Always,2,0 days,Never,Rarely,Yes,No, , , 
30453,No,Yes,No,14 years old,Male,0 times,8 or 9 times,Most of the time,3 or more,3 to 5 days,Sometimes,Never,Yes,Yes, , , 
30454,No,No,Yes,14 years old,Male,0 times,10 or 11 times,Most of the time,2,0 days,Sometimes,Most of the time,Yes,No,No,No,No
30455,No,No,No,15 years old,Male,0 times,2 or 3 times,Never,3 or more,0 days,Rarely,Most of the time,No,No, , , 
30456,Yes,No,Yes,14 years old,Female,0 times,0 times,Sometimes,3 or more,1 or 2 days,Most of the time,Sometimes,No,Yes,No,No,No
30457,No,No,Yes,14 years old,Female,0 times,1 time,Sometimes,0,0 days,Most of the time,Rarely,No,No, , , 
30458,No,No,Yes,13 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Most of the time,Always,No,Yes,No,Yes,No
30459,Yes,Yes,No,14 years old,Male,1 time,0 times,Most of the time,3 or more,0 days,Sometimes,Always,Yes,No,No,No,No
30460,No,No,No,16 years old,Male,0 times,0 times,Rarely,3 or more,1 or 2 days,Rarely,Sometimes,No,Yes, , , 
30461,No,No,Yes,15 years old,Female,0 times,1 time,Rarely,3 or more,0 days,Most of the time,Always,No,No, , , 
30462,No,No,Yes,16 years old, ,0 times,0 times,Rarely,3 or more,3 to 5 days,Rarely,Never,No,Yes, , , 
30463,No,Yes,No,14 years old,Female,8 or 9 times,2 or 3 times,Most of the time,2,1 or 2 days,Sometimes,Never,Yes,Yes,No,No,No
30464,No,No,No,14 years old,Male,0 times,4 or 5 times,Sometimes,3 or more,1 or 2 days,Rarely,Never,No,Yes,No,No,No
